Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
277764,B002OMV09W,A3TA05EXOE2ZYY,chilipro,5,5,5,1323043200,"Ghost chili in a can, great item","Please do not listen to the writers who had bad experiences. These seeds in cans are a good product, but additional information will help you to be successful. I have purchased a dozen of these cans and I have gotten plants from every can. You must be patient and keep the cans in a warm area of your house. I keep the can under a grow light and near a heat vent to keep it warm. The seeds do not need light to sprout but warmth helps a lot. Experts say ideal is for the dirt to be 80-90 degrees F. Germination can take 1-6 weeks so do not throw your cans away. Be patient! I have gotten 3-6 seedlings from every can. Water the seeds, then re-water when the top of the planting material is dry. The last can I bought I successfully got 4 plants started, and my current can just sprouted a plant after a week because I concentrated on keeping it warm.<br /><br />After the seedlings sprout let them grow for a time in the can. Water when the material they are growing in is dry on the surface. They hate too much water and will die quickly if over-watered. Wait until the seedlings have 4 leaves before transplanting. Dig deep when getting the seedling out of the can to transplant because the roots go straight down. Scoop down twice as deep as the plant is above the ground. They need to grow inside for 8-10 weeks before planting outside, and they take 160-180 days from planting to harvest. So calculating the time needed for germination and inside growth you need to start 12-16 weeks before you plan spring planting, then an additional 5-6 months for harvest. Total time can be 9-10 months start to finish. So if you plan to plant March 15th you need to start now. These chili peppers take a long time but are definitely worth it if you like hot chili peppers. Good luck, have fun."
83994,B000K7644E,A3F1YQ1AZQ6B72,"L. Bly ""Gift Giver""",3,3,3,1333670400,I don't get it,"A few years ago we received a gift of salt someone brought us from Hawaii.  A beautiful salt that was a pink/beige color, a great texture and size, and lovely taste that enhanced all food.  It came in a baggie...sigh.  I've been looking to replace it ever since so I thought I'd try this salt.  My honest reaction about this salt - I don't get it.  I like the course texture of the salt.  It's a bit more chunky then we like though you do feel it when you eat.  The taste?  Here it is, I don't get it.  There is a critical mass point putting this salt on your food - and what we feel is that it's nothing or simply too much.  I know, I'm giving a lot of words here.  It's just that there are all these great reviews of how amazing it is.  The salt is kind of tasteless on the finger.  On food it seems to need a lot and then ICK!!!!  So my recommendation is a 3 because maybe we simply haven't found the exact amount to use to create the taste everyone is raving about.  I keep trying and it's either no taste at all or so over powering the food is awful.  For the price I'm tossing it in the garbage because it's too much a pain at meal time when I'm trying to figure it out.  I can't say it's awful because maybe it's us.  We are salt lovers and we buy and understand salt.  This salt?  I don't get it.  And that is actually saying something.  So I guess I'll take a stand and say - we don't like it.  I've tried it on simple and complex food and recipes.  Too risky when time is so busy these days to have to find a balance of the amount you use.  Going back to Morton's course kosher salt or our sea salt bought locally in Maine until I find that salt that matches the gift from Hawaii..."
303113,B006SXN8VQ,A3SP3F4YQYDPZ2,"longmontmatt ""longmontmatt""",0,1,2,1284422400,Not the best,"So after comparing this to Jay Robb, I can say that this protein is not as good. The taste isn't as good, and it doesn't mix that easy. I don't think it is horrible, just not that good.<br /><br />One thing I like about the Jay Robb is that they use hormone free chicken eggs. I sent Healty N' Fit an email asking where they get their eggs from, but they didn't reply. It is a little cheaper, but I found the Jay Robb at Vitamin Shoppe for 20 per 12ozs, which isn't bad. I have to say that I don't like the dudes picture on the bottle, but that's my only complaint."
295535,B004XY14JU,A1E55W6ES0FY17,"P. Breakfield IV ""Tom Steele""",0,0,5,1325894400,Really seem to help,My in-laws have an older dog and she has trouble getting around. We tried this to see if it would help and it really seems to help her mobility and she has been going on longer walks with the kids again!
458438,B001THPU76,A18LN2FR7EHDYM,Joseph P. Best,1,1,2,1320537600,WAY TO SWEET,"A HINT OF SWEETNESS WOULD BE NICE, BUT THIS IS FOR PEOPLE WHO WANT IT REALLY SWEET> I GAVE IT TO A FRIEND WHO PUTS 4 PACK OF SPLANDA IN HIS COFFEE IN THE MORNINGS. I LIKE SPLANDA&lt; BUT THAT IS TOO SWEET."
391547,B000HDJXGW,A12ACM2AJZ4ONI,"J. Evans ""Cookie Enthusiast""",0,4,1,1213228800,Okay,"These cookies are ""okay"" not great, I guess I had higher expectations of what to expect, but it seems so many of the chocolate chip cookies out there are ""healthy"" rather than being good cookies like you would make in your own kitchen..."
274129,B002CX29ZC,A1PRMXL2BPDPQJ,Stacey R. Gibbs,5,5,5,1272844800,Awesome Cat food,"This is the best cat food- I introduced it to my 16yr old cat slowly and she is much healthier, has a shiner coat and sheds less. Each time I purchase, I switch up the flavors, cats love variety.<br />Great product!"
528918,B000GDAPY2,AIF7X2FKDWA6I,K. Morrison,0,0,5,1190937600,Bewley's Clipper Gold Tea,Bewley's Clipper Gold is my favorite tea.  I was introduced to it on a trip to Ireland and was glad to find I could order it through Amazon.  The transaction was excellent!
413509,B0017M5V9A,A1H1OHAF4DQYJ2,Olga P.,0,0,5,1339545600,It works !,"I bought this trap approx. a month ago, nothing happened for a month but 2 days ago there were 4 moths laying in the trap glued! It works! They eat my cotton t-shirts,now I know it's moths. They have done a lot of damage to my favorite Ts,I will buy more traps."
213409,B0029JHWI8,A2QDOJFFLFGF18,"Michael Alexander ""greenacres""",3,4,5,1256601600,I Have Been Looking For This For Awhile,I love this as a snack between meals as well as at work. The individual bags makes it easy to take anywhere I go. This has a great flavor . Love the pretzel and the crunch. This came in to large boxes
373529,B0038RHNC0,A2O1Q8N96T6ZHA,"James Ryley ""James R, PhD""",0,0,5,1281225600,Healthiest flavored water I've come across,"I am trying to avoid both sugar and fake sugars.  Fake sugars may have zero calories but they are not biologically inert.  Some have turned out to have side effects, and I suspect that some are too new to be well-researched yet.  Just my opinion.  Anyway, that has left me looking for water that doesn't taste like plain water, but without sugar substitutes in it.  This water is subtly flavored, no fake sugar, reasonably priced...  Just what I was looking for.  The only negative comment is that the flavoring is perhaps too subtle -- but I imagine without adding something sweet, it's hard to do more."
249418,B000SATIV4,A3ODGAW5Z2EJ1M,"Kevin Currie-Knight ""Education Grad Student""",6,6,3,1262390400,Hard to Get Used To,"For those who have not had mate before, this is an interesting herbal tea that is somewhat hard to get used to. The flavor profile is very, very herbal and grassy - quite strongly so. The mate itself actually looks and smells somewhat like cut grass. Once steeped (generally slightly below boiling for about 5 minutes), the result is a slightly greenish tea that tastes very earthy. I am of mixed feelings about it. I like earthy flavors and after two or so days, I got used to it and almost liked it. On the other hand, if I am comparing it to roasted mate (which is darker and has a sort of nutty flavor), there is no contest; the latter is better. (Davidson's also sells another <a href=""http://www.amazon.com/gp/product/B000SARK1Y"">Davidson's Tea Bulk, Mezclado De M&aacute;te, 16-Ounce Bag</a> that allegedly is spiced with cinnamon and I bet that is pretty decent). If you like earthy teas, you might give this one a try and would probably come a similar conclusion: 3 stars. If you dislike earthy flavors dominating your tea, you might avoid this mate.<br /><br />FYI: this tea is often drunk for its high level of caffeine without the jittery effect of coffee. While it is true that mate has as much caffeine as coffee, the caffeine metabolizes slowly (because it bonds with the tea's tannins). Therefore, the caffeine absorbs in the bloodstream fairly slowly, giving the drinker a more pleasant 'steady flow' of energy."
420746,B0040PUUKQ,A19636OLBGELAG,Spatter,3,3,3,1292889600,Skimped on the beans,"I normally buy Del Monte whole green beans in the grocery store, but these were available via Subscribe & Save, so I ordered them figuring they wouldn't be all that different.<br /><br />They are VERY different.  More water than beans.  I have to cook two cans to get enough for one side dish for just the two of us.  As soon as the Del Monte beans are available I'm changing to them."
543051,B0009F3S78,A1FR3PM98EGXWZ,Amanda,1,1,5,1337731200,Was surprised how much I like the taste!!,"I have recently been reading about many of the benefits of dandelion tea - yes, including what Dr. Oz had to say about it as part of a weight loss regimen!!  Thus, I decided to give it a try...and it's good!  I think people say it has a coffee llike taste due to the roasted flavor that comes through.  To me it definitely still tastes like a tea, albeit a roasted one.  I say I was surprised how much I like the taste because, based on the smell of both the teabag and the brewed product, I thought it would be terrible.  The smell is not good but the taste really is.  I have had it both with 1 packet of Truvia and with a packet of truvia + a small amount of creamer and both variations are great!"
105880,B001GKV8DQ,A2YLT88O2NTF7B,M.G. Fairfax,2,2,4,1334793600,Subtle and spicy ground Ceylon Cinnamon,"I ordered the Indus Organic ground Ceylon Cinnamon because a knowledgeable friend informed me that the Cinnamon we Americans use is actually not true cinnamon, but Cassia, a cousin of Cinnamon that has VERY different chemical properties.  When I found out that the blood-thinning potential of Cassia is over one thousand times as potent as true Ceylon Cinnamon, I was determined to sample the Ceylon Cinnamon and see how I liked it.  I have always found Cassia very bitter and overbearing, so I was hopin Ceylon Cinnamon would be a milder version of Cassia taste-wise.  I must say I was surprised by the taste...it does have a hint of what my palette is used to in the ""cinnamon"" arena, but there is also a scent of bay laurel or something else rather herbal about it.  It is not unpleasant, but it doesn't taste like Cassia!  I am enjoying it on its own merits.  I like to sprinkle a good amount in an empty mug and add hot water and a little milk for a lovely nigthttime beverage!"
